"idequivalence_relationship"	"equivalence_term"	"term_descritor_idterm_descritor"
"763"	771	"aggrecan proteoglycan"	129
"764"	772	"AGCAN"	129
"765"	773	"SEDK"	129
"766"	774	"SSOAOD"	129
"767"	775	"ACAP1"	130
"768"	776	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"	130
"769"	777	"CENTB1"	130
"770"	778	"KIAA0050"	130
"771"	779	"ACAP2"	131
"772"	780	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"	131
"773"	781	"CENTB2"	131
"774"	782	"KIAA0041"	131
"775"	783	"CNT-B2"	131
"776"	784	"ACAP3"	132
"777"	785	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"	132
"778"	786	"CENTB5"	132
"779"	787	"KIAA1716"	132
"780"	788	"ACAT1"	133
"781"	789	"acetyl-CoA acetyltransferase 1"	133
"782"	790	"ACAT"	133
"783"	791	"THIL"	133
"784"	792	"acetoacetyl Coenzyme A thiolase"	133
"785"	793	"MAT"	133
"786"	794	"T2"	133
"787"	795	"ACAT2"	134
"788"	796	"acetyl-CoA acetyltransferase 2"	134
"789"	797	"acetoacetyl Coenzyme A thiolase"	134
"790"	798	"ACBD3"	135
"791"	799	"acyl-CoA binding domain containing 3"	135
"792"	800	"GOLPH1"	135
"793"	801	"GOCAP1"	135
"794"	802	"GCP60"	135
"795"	803	"PAP7"	135
"796"	804	"PBR- and PKA-associated protein 7"	135
"797"	805	"ACBD4"	136
"798"	806	"acyl-CoA binding domain containing 4"	136
"799"	807	"FLJ13322"	136
"800"	808	"HMFT0700"	136
"801"	809	"ACBD5"	137
"802"	810	"acyl-CoA binding domain containing 5"	137
"803"	811	"DKFZp434A2417"	137
"804"	812	"KIAA1996"	137
"805"	813	"ACBD6"	138
"806"	814	"acyl-CoA binding domain containing 6"	138
"807"	815	"MGC2404"	138
"808"	816	"ACBD7"	139
"809"	817	"acyl-CoA binding domain containing 7"	139
"810"	818	"FLJ38219"	139
"811"	819	"bA455B2.2"	139
"812"	820	"ACCS"	140
"813"	821	"1-aminocyclopropane-1-carboxylate synthase homolog (inactive)"	140
"814"	822	"PHACS"	140
"815"	824	"ACCSL"	141
"816"	825	"1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like"	141
"817"	826	"ACD"	142
"818"	827	"ACD, shelterin complex subunit and telomerase recruitment factor"	142
"819"	828	"Ptop"	142
"820"	829	"Pip1"	142
"821"	830	"Tpp1"	142
"822"	831	"Tint1"	142
"823"	832	"TIN2 interacting protein 1"	142
"824"	833	"POT1 and TIN2 organizing protein"	142
"825"	834	"PIP1"	142
"826"	835	"PTOP"	142
"827"	836	"TINT1"	142
"828"	837	"TPP1"	142
"829"	838	"ACE"	143
"830"	839	"angiotensin I converting enzyme"	143
"831"	840	"DCP1"	143
"832"	841	"ACE1"	143
"833"	842	"CD143"	143
"834"	843	"peptidyl-dipeptidase A"	143
"835"	844	"DCP"	143
"836"	845	"ACE2"	144
"837"	846	"angiotensin I converting enzyme 2"	144
"838"	847	"peptidyl-dipeptidase A"	144
"839"	848	"ACEH"	144
"840"	849	"ACER1"	145
"841"	850	"alkaline ceramidase 1"	145
"842"	851	"ASAH3"	145
"843"	852	"ALKCDase1"	145
"844"	853	"ACER2"	146
"845"	854	"alkaline ceramidase 2"	146
"846"	855	"ASAH3L"	146
"847"	856	"FLJ41587"	146
"848"	857	"ALKCDase2"	146
"849"	858	"ACER3"	147
"850"	859	"alkaline ceramidase 3"	147
"851"	860	"PHCA"	147
"852"	861	"FLJ11238"	147
"853"	862	"APHC"	147
"854"	863	"alkaline phytoceramidase"	147
"855"	864	"PLDECO"	147
"856"	865	"ACHE"	148
"857"	866	"acetylcholinesterase (Cartwright blood group)"	148
"858"	867	"YT"	148
"859"	868	"Yt blood group"	148
"860"	869	"ACEE"	148
"861"	870	"ARACHE"	148
"862"	871	"N-ACHE"	148
"863"	872	"ACIN1"	149
"864"	873	"apoptotic chromatin condensation inducer 1"	149
"865"	874	"ACINUS"	149
"866"	875	"KIAA0670"	149
"867"	876	"fSAP152"	149
"868"	877	"functional spliceosome-associated protein 152"	149
"869"	878	"ACN"	149
"870"	879	"ACKR1"	150
"871"	880	"atypical chemokine receptor 1 (Duffy blood group)"	150
"872"	881	"FY"	150
"873"	882	"DARC"	150
"874"	883	"CCBP1"	150
"875"	884	"GPD"	150
"876"	885	"Dfy"	150
"877"	886	"CD234"	150
"878"	887	"atypical chemokine receptor 1"	150
"879"	888	"DARC/ACKR1"	150
"880"	889	"GpFy"	150
"881"	890	"WBCQ1"	150
"882"	891	"ACKR2"	151
"883"	892	"atypical chemokine receptor 2"	151
"884"	893	"CMKBR9"	151
"885"	894	"CCBP2"	151
"886"	895	"CCR10"	151
"887"	896	"D6"	151
"888"	897	"CCR9"	151
"889"	898	"hD6"	151
"890"	899	"ACKR3"	152
"891"	900	"atypical chemokine receptor 3"	152
"892"	901	"CMKOR1"	152
"893"	902	"CXCR7"	152
"894"	903	"RDC1"	152
"895"	904	"GPR159"	152
"896"	905	"CXC-R7"	152
"897"	906	"CXCR-7"	152
"898"	907	"RDC-1"	152
"899"	908	"ACKR4"	153
"900"	909	"atypical chemokine receptor 4"	153
"901"	910	"CCRL1"	153
"902"	911	"CCR11"	153
"903"	912	"CCBP2"	153
"904"	913	"VSHK1"	153
"905"	914	"CCX-CKR"	153
"906"	915	"PPR1"	153
"907"	916	"CC-CKR-11"	153
"908"	917	"CCR-11"	153
"909"	918	"CCR10"	153
"910"	919	"CCX CKR"	153
"911"	920	"CKR-11"	153
"912"	921	"ACLY"	154
"913"	922	"ATP citrate lyase"	154
"914"	923	"ATPCL"	154
"915"	924	"CLATP"	154
"916"	926	"ATP citrate synthase"	154
"917"	927	"ACMSD"	155
"918"	928	"aminocarboxymuconate semialdehyde decarboxylase"	155
"919"	929	"ACO1"	156
"920"	930	"aconitase 1"	156
"921"	931	"IREB1"	156
"922"	932	"IRP1"	156
"923"	933	"IREBP"	156
"924"	934	"aconitate hydratase, cytoplasmic"	156
"925"	935	"soluble aconitase"	156
"926"	936	"cytosplasmic aconitase"	156
"927"	937	"ACONS"	156
"928"	938	"HEL60"	156
"929"	939	"IREBP1"	156
"930"	940	"ACO2"	157
"931"	941	"aconitase 2"	157
"932"	942	"ACONM"	157
"933"	943	"aconitate hydratase, mitochondrial"	157
"934"	944	"mitochondrial aconitase"	157
"935"	945	"HEL-S-284"	157
"936"	946	"ICRD"	157
"937"	947	"OCA8"	157
"938"	948	"OPA9"	157
"939"	949	"ACOD1"	158
"940"	950	"aconitate decarboxylase 1"	158
"941"	951	"IRG1"	158
"942"	952	"CAD"	158
"943"	953	"ACOT1"	159
"944"	954	"acyl-CoA thioesterase 1"	159
"945"	955	"ACH2"	159
"946"	956	"CTE-1"	159
"947"	957	"LACH2"	159
"948"	958	"ACOT2"	160
"949"	959	"acyl-CoA thioesterase 2"	160
"950"	960	"Mte1"	160
"951"	961	"ZAP128"	160
"952"	962	"mitochondrial acyl-CoA thioesterase 1"	160
"953"	963	"CTE-IA"	160
"954"	964	"CTE1A"	160
"955"	965	"MTE1"	160
"956"	966	"PTE2"	160
"957"	967	"PTE2A"	160
"958"	968	"ACOT4"	161
"959"	969	"acyl-CoA thioesterase 4"	161
"960"	970	"FLJ31235"	161
"961"	971	"PTE-Ib"	161
"962"	972	"PTE2B"	161
"963"	973	"PTE1B"	161
"964"	974	"ACOT6"	162
"965"	975	"acyl-CoA thioesterase 6"	162
"966"	976	"C14orf42"	162
"967"	977	"c14_5530"	162
"968"	978	"ACOT7"	163
"969"	979	"acyl-CoA thioesterase 7"	163
"970"	980	"BACH"	163
"971"	981	"ACH1"	163
"972"	983	"CTE-II"	163
"973"	984	"LACH1"	163
"974"	985	"MGC1126"	163
"975"	986	"hBACH"	163
"976"	987	"brain acyl CoA hydrolase"	163
"977"	988	"LACH"	163
"978"	989	"ACOT8"	164
"979"	990	"acyl-CoA thioesterase 8"	164
"980"	991	"PTE1"	164
"981"	992	"hACTE-III"	164
"982"	993	"hTE"	164
"983"	994	"PTE-2"	164
"984"	995	"NAP1"	164
"985"	996	"choloyl-CoA hydrolase"	164
"986"	997	"Nef (lentivirus myristoylated factor) associated protein 1"	164
"987"	998	"HNAACTE"	164
"988"	999	"PTE-1"	164
"989"	1000	"PTE2"	164
"990"	1001	"ACOT9"	165
"991"	1002	"acyl-CoA thioesterase 9"	165
"992"	1003	"CGI-16"	165
"993"	1004	"MT-ACT48"	165
"994"	1005	"ACATE2"	165
"995"	1006	"MTACT48"	165
"996"	1007	"ACOT11"	166
"997"	1008	"acyl-CoA thioesterase 11"	166
"998"	1009	"THEA"	166
"999"	1010	"STARD14"	166
"1000"	1011	"BFIT"	166
"1001"	1012	"KIAA0707"	166
"1002"	1013	"BFIT1"	166
"1003"	1014	"THEM1"	166
"1004"	1015	"StAR-related lipid transfer (START) domain containing 14"	166
"1005"	1016	"ACOT12"	167
"1006"	1017	"acyl-CoA thioesterase 12"	167
"1007"	1018	"Cach"	167
"1008"	1019	"THEAL"	167
"1009"	1020	"STARD15"	167
"1010"	1021	"StAR-related lipid transfer (START) domain containing 15"	167
"1011"	1022	"CACH-1"	167
"1012"	1023	"ACOT13"	168
"1013"	1024	"acyl-CoA thioesterase 13"	168
"1014"	1025	"THEM2"	168
"1015"	1026	"HT012"	168
"1016"	1027	"PNAS-27"	168
"1017"	1028	"ACOX1"	169
"1018"	1029	"acyl-CoA oxidase 1"	169
"1019"	1030	"PALMCOX"	169
"1020"	1031	"palmitoyl-CoA oxidase"	169
"1021"	1032	"ACOX"	169
"1022"	1033	"SCOX"	169
"1023"	1034	"ACOX2"	170
"1024"	1035	"acyl-CoA oxidase 2"	170
"1025"	1036	"BRCACOX"	170
"1026"	1037	"BRCOX"	170
"1027"	1038	"THCCox"	170
"1028"	1039	"trihydroxycoprostanoyl-CoA oxidase"	170
"1029"	1040	"3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase"	170
"1030"	1041	"branched chain acyl-CoA oxidase"	170
"1031"	1042	"BCOX"	170
"1032"	1043	"CBAS6"	170
"1033"	1044	"ACOX3"	171
"1034"	1045	"acyl-CoA oxidase 3, pristanoyl"	171
"1035"	1046	"ACOXL"	172
"1036"	1047	"acyl-CoA oxidase like"	172
"1037"	1048	"FLJ11042"	172
"1038"	1049	"ACP1"	173
"1039"	1050	"acid phosphatase 1"	173
"1040"	1051	"HAAP"	173
"1041"	1052	"LMW-PTP"	173
"1042"	1053	"LMWPTP"	173
"1043"	1054	"acid phosphatase of erythrocyte"	173
"1044"	1055	"low molecular weight phosphotyrosine protein phosphatase"	173
"1045"	1056	"red cell acid phosphatase"	173
"1046"	1057	"ACP2"	174
"1047"	1058	"acid phosphatase 2, lysosomal"	174
"1048"	1059	"LAP"	174
"1049"	1060	"lysosomal acid phosphatase"	174
"1050"	1061	"ACP4"	175
"1051"	1062	"acid phosphatase 4"	175
"1052"	1063	"ACPT"	175
"1053"	1064	"testicular acid phosphatase"	175
"1054"	1065	"AI1J"	175
"1055"	1066	"ACP5"	176
"1056"	1067	"acid phosphatase 5, tartrate resistant"	176
"1057"	1069	"HPAP"	176
"1058"	1070	"tartrate-resistant acid phosphatase"	176
"1059"	1071	"human purple acid phosphatase"	176
"1060"	1072	"TRACP5a"	176
"1061"	1073	"TRACP5b"	176
"1062"	1074	"TrATPase"	176
"1063"	1075	"ACP6"	177
"1064"	1076	"acid phosphatase 6, lysophosphatidic"	177
"1065"	1077	"LPAP"	177
"1066"	1078	"ACPL1"	177
"1067"	1079	"lysophosphatidic acid phosphatase"	177
"1068"	1080	"PACPL1"	177
"1069"	1081	"ACP7"	178
"1070"	1082	"acid phosphatase 7, tartrate resistant (putative)"	178
"1071"	1083	"FLJ16165"	178
"1072"	1084	"PAPL1"	178
"1073"	1085	"PAPL"	178
"1074"	1086	"purple acid phosphatase long form 1"	178
"1075"	1087	"ACPP"	179
"1076"	1088	"acid phosphatase, prostate"	179
"1077"	1089	"ACP3"	179
"1078"	1090	"ACP-3"	179
"1079"	1091	"PAP"	179
"1080"	1092	"prostatic acid phosphatase"	179
"1081"	1093	"5'-NT"	179
"1082"	1094	"ACR"	180
"1083"	1095	"acrosin"	180
"1084"	1096	"preproacrosin"	180
"1085"	1097	"acrosin light and heavy chain prepropeptide"	180
"1086"	1098	"ACRBP"	181
"1087"	1099	"acrosin binding protein"	181
"1088"	1100	"SP32"	181
"1089"	1101	"OY-TES-1"	181
"1090"	1102	"CT23"	181
"1091"	1103	"proacrosin binding protein sp32"	181
"1092"	1104	"cancer/testis antigen 23"	181
"1093"	1105	"ACRV1"	182
"1094"	1106	"acrosomal vesicle protein 1"	182
"1095"	1107	"SPACA2"	182
"1096"	1108	"SP-10"	182
"1097"	1109	"D11S4365"	182
"1098"	1110	"sperm protein 10"	182
"1099"	1111	"ACSBG1"	183
"1100"	1112	"acyl-CoA synthetase bubblegum family member 1"	183
"1101"	1113	"BGM"	183
"1102"	1114	"FLJ30320"	183
"1103"	1115	"MGC14352"	183
"1104"	1116	"BG1"	183
"1105"	1117	"KIAA0631"	183
"1106"	1118	"hBG1"	183
"1107"	1119	"hsBG"	183
"1108"	1120	"bubblegum"	183
"1109"	1121	"very long-chain acyl-CoA synthetase"	183
"1110"	1122	"lipidosin"	183
"1111"	1123	"BG"	183
"1112"	1124	"GR-LACS"	183
"1113"	1125	"LPD"	183
"1114"	1126	"ACSBG2"	184
"1115"	1127	"acyl-CoA synthetase bubblegum family member 2"	184
"1116"	1128	"BGR"	184
"1117"	1129	"PRTD-NY3"	184
"1118"	1130	"DKFZp434K1635"	184
"1119"	1131	"bubblegum related protein"	184
"1120"	1132	"BRGL"	184
"1121"	1133	"PRTDNY3"	184
"1122"	1134	"ACSF2"	185
"1123"	1135	"acyl-CoA synthetase family member 2"	185
"1124"	1136	"FLJ20920"	185
"1125"	1137	"ACSMW"	185
"1126"	1138	"AVYV493"	185
"1127"	1139	"ACSF3"	186
"1128"	1140	"acyl-CoA synthetase family member 3"	186
"1129"	1141	"malonyl-CoA synthetase"	186
"1130"	1142	"ACSL1"	187
"1131"	1143	"acyl-CoA synthetase long chain family member 1"	187
"1132"	1144	"FACL2"	187
"1133"	1145	"LACS2"	187
"1134"	1146	"LACS"	187
"1135"	1147	"ACS1"	187
"1136"	1148	"LACS1"	187
"1137"	1149	"FACL1"	187
"1138"	1150	"lignoceroyl-CoA synthase"	187
"1139"	1151	"long-chain fatty-acid-coenzyme A ligase 1"	187
"1140"	1152	"ACSL3"	188
"1141"	1153	"acyl-CoA synthetase long chain family member 3"	188
"1142"	1154	"FACL3"	188
"1143"	1155	"ACS3"	188
"1144"	1156	"PRO2194"	188
"1145"	1157	"LACS 3"	188
"1146"	1158	"LACS3"	188
"1147"	1159	"ACSL4"	189
"1148"	1160	"acyl-CoA synthetase long chain family member 4"	189
"1149"	1161	"FACL4"	189
"1150"	1162	"MRX63"	189
"1151"	1163	"MRX68"	189
"1152"	1164	"ACS4"	189
"1153"	1165	"LACS4"	189
"1154"	1166	"lignoceroyl-CoA synthase"	189
"1155"	1167	" long-chain fatty-acid-Coenzyme A ligase 4"	189
"1156"	1168	"ACSL5"	190
"1157"	1169	"acyl-CoA synthetase long chain family member 5"	190
"1158"	1170	"FACL5"	190
"1159"	1171	"ACS5"	190
"1160"	1172	"ACS2"	190
"1161"	1173	"FACL5 for fatty acid coenzyme A ligase 5"	190
"1162"	1174	"long-chain acyl-CoA synthetase 5"	190
"1163"	1175	"long-chain fatty acid coenzyme A ligase 5"	190
"1164"	1176	"fatty-acid-Coenzyme A ligase, long-chain 5"	190
"1165"	1177	"ACSL6"	191
"1166"	1178	"acyl-CoA synthetase long chain family member 6"	191
"1167"	1179	"FACL6"	191
"1168"	1180	"KIAA0837"	191
"1169"	1181	"ACS2"	191
"1170"	1182	"LACS5"	191
"1171"	1183	"LACS2"	191
"1172"	1184	"LACS 6"	191
"1173"	1185	"ACSM1"	192
"1174"	1186	"acyl-CoA synthetase medium chain family member 1"	192
"1175"	1187	"BUCS1"	192
"1176"	1188	"MACS1"	192
"1177"	1189	"ACSM2A"	193
"1178"	1190	"acyl-CoA synthetase medium chain family member 2A"	193
"1179"	1191	"ACSM2"	193
"1180"	1192	"A-923A4.1"	193
"1181"	1193	"MGC150530"	193
"1182"	1194	"ACSM2B"	194
"1183"	1195	"acyl-CoA synthetase medium chain family member 2B"	194
"1184"	1196	"ACSM2"	194
"1185"	1197	"HXMA"	194
"1186"	1198	"HYST1046"	194
"1187"	1199	"xenobiotic/medium chain fatty acid:CoA ligase"	194
"1188"	1200	"ACSM3"	195
"1189"	1201	"acyl-CoA synthetase medium chain family member 3"	195
"1190"	1202	"SAH"	195
"1191"	1203	"SA"	195
"1192"	1204	"ACSM4"	196
"1193"	1205	"acyl-CoA synthetase medium chain family member 4"	196
"1194"	1206	"similar to olfactory specific medium-chain acyl CoA synthetase"	196
"1195"	1207	"ACSM5"	197
"1196"	1208	"acyl-CoA synthetase medium chain family member 5"	197
"1197"	1209	"FLJ20581"	197
"1198"	1210	"ACSM6"	198
"1199"	1211	"acyl-CoA synthetase medium chain family member 6"	198
"1200"	1212	"C10orf129"	198
"1201"	1213	"bA310E22.3"	198
"1202"	1214	"ACSS1"	199
"1203"	1215	"acyl-CoA synthetase short chain family member 1"	199
"1204"	1216	"ACAS2L"	199
"1205"	1217	"dJ568C11.3"	199
"1206"	1218	"AceCS2L"	199
"1207"	1219	"MGC33843"	199
"1208"	1220	"ACECS1"	199
"1209"	1221	"ACSS2"	200
"1210"	1222	"acyl-CoA synthetase short chain family member 2"	200
"1211"	1223	"ACAS2"	200
"1212"	1225	"ACSA"	200
"1213"	1226	"AceCS"	200
"1214"	1227	"dJ1161H23.1"	200
"1215"	1228	"ACECS"	200
"1216"	1229	"ACSS3"	201
"1217"	1230	"acyl-CoA synthetase short chain family member 3"	201
"1218"	1231	"FLJ21963"	201
"1219"	1232	"ACTA1"	202
"1220"	1233	"actin, alpha 1, skeletal muscle"	202
"1221"	1234	"ACTA"	202
"1222"	1235	"NEM3"	202
"1223"	1236	"nemaline myopathy type 3"	202
"1224"	1237	"ASMA"	202
"1225"	1238	"CFTD"	202
"1226"	1239	"CFTD1"	202
"1227"	1240	"CFTDM"	202
"1228"	1241	"MPFD"	202
"1229"	1242	"NEM1"	202
"1230"	1243	"NEM2"	202
"1231"	1244	"SHPM"	202
"1232"	1245	"ACTA2"	203
"1233"	1246	"alpha smooth muscle actin"	203
"1234"	1247	"alpha-sMA"	203
"1235"	1248	"ACTB"	204
"1236"	1249	"actin beta"	204
"1237"	1250	"Î²-actin"	204
"1238"	1251	"BRWS1"	204
"1239"	1252	"PS1TP5BP1"	204
"1240"	1253	"ACTBL2"	205
"1241"	1254	"actin, beta like 2"	205
"1242"	1255	"DKFZp686D0972"	205
"1243"	1257	"ACTC1"	206
"1244"	1258	"actin, alpha, cardiac muscle 1"	206
"1245"	1259	"ACTC"	206
"1246"	1260	"CMD1R"	206
"1247"	1261	"ASD5"	206
"1248"	1262	"CMH11"	206
"1249"	1263	"LVNC4"	206
"1250"	1264	"ACTG1"	207
"1251"	1265	"actin gamma 1"	207
"1252"	1266	"ACTG"	207
"1253"	1267	"DFNA20"	207
"1254"	1268	"DFNA26"	207
"1255"	1270	"HEL-176"	207
"1256"	1271	"ACTG2"	208
"1257"	1272	"actin, gamma 2, smooth muscle, enteric"	208
"1258"	1273	"ACTL3"	208
"1259"	1274	"ACTA3"	208
"1260"	1275	"ACTSG"	208
"1261"	1277	"ACTE"	208
"1262"	1278	"VSCM"	208
"1263"	1279	"ACTL6A"	209
"1264"	1280	"actin like 6A"	209
"1265"	1281	"Actl6"	209
"1266"	1282	"BAF53A"	209
"1267"	1283	"Arp4"	209
"1268"	1284	"Baf53a"	209
"1269"	1285	"INO80K"	209
"1270"	1286	"BAF complex 53 kDa subunit"	209
"1271"	1287	"BRG1-associated factor"	209
"1272"	1288	"actin-related protein 4"	209
"1273"	1289	"INO80 complex subunit K"	209
"1274"	1290	"ACTL6"	209
"1275"	1291	"ARPN-BETA"	209
"1276"	1292	"ACTL6B"	210
"1277"	1293	"actin like 6B"	210
"1278"	1294	"ACTL6"	210
"1279"	1295	"BAF53B"	210
"1280"	1296	"arpNalpha"	210
"1281"	1297	"ACTL7A"	211
"1282"	1298	"actin like 7A"	211
"1283"	1299	"ACTL7B"	212
"1284"	1300	"actin like 7B"	212
"1285"	1301	"Tact1"	212
"1286"	1302	"ACTL8"	213
"1287"	1303	"actin like 8"	213
"1288"	1304	"CT57"	213
"1289"	1305	"cancer/testis antigen 57"	213
"1290"	1306	"ACTL9"	214
"1291"	1307	"actin like 9"	214
"1292"	1308	"MGC33407"	214
"1293"	1309	"HSD21"	214
"1294"	1310	"ACTL10"	215
"1295"	1311	"actin like 10"	215
"1296"	1312	"C20orf134"	215
"1297"	1313	"dJ63M2.2"	215
"1298"	1314	"ACTN1"	216
"1299"	1315	"actinin alpha 1"	216
"1300"	1316	"BDPLT15"	216
"1301"	1317	"ACTN2"	217
"1302"	1318	"actinin alpha 2"	217
"1303"	1319	"CMD1AA"	217
"1304"	1320	"CMH23"	217
"1305"	1321	"ACTN3"	218
"1306"	1322	"actinin alpha 3 (gene/pseudogene)"	218
"1307"	1323	"ACTN3D"	218
"1308"	1324	"ACTN4"	219
"1309"	1325	"actinin alpha 4"	219
"1310"	1326	"FSGS1"	219
"1311"	1327	"ACTININ-4"	219
"1312"	1328	"FSGS"	219
"1313"	1329	"ACTR1A"	220
"1314"	1330	"ARP1 actin related protein 1 homolog A"	220
"1315"	1331	"ARP1"	220
"1316"	1332	"Arp1A"	220
"1317"	1333	"centractin alpha"	220
"1318"	1334	"CTRN1"	220
"1319"	1335	"ACTR1B"	221
"1320"	1336	"ARP1 actin related protein 1 homolog B"	221
"1321"	1337	"CTRN2"	221
"1322"	1338	"Arp1B"	221
"1323"	1339	"centractin beta"	221
"1324"	1340	"ARP1B"	221
"1325"	1342	"ACTR2"	222
"1326"	1343	"ARP2 actin related protein 2 homolog"	222
"1327"	1344	"ARP2"	222
"1328"	1345	"ACTR3"	223
"1329"	1346	"ARP3 actin related protein 3 homolog"	223
"1330"	1347	"ARP3"	223
"1331"	1348	"ACTR3B"	224
"1332"	1349	"ARP3 actin related protein 3 homolog B"	224
"1333"	1350	"ARP11"	224
"1334"	1351	"ARP3beta"	224
"1335"	1352	"ARP3BETA"	224
"1336"	1353	"ACTR3C"	225
"1337"	1354	"ARP3 actin related protein 3 homolog C"	225
"1338"	1355	"ARP11"	225
"1339"	1356	"ACTR5"	226
"1340"	1357	"ARP5 actin related protein 5 homolog"	226
"1341"	1358	"FLJ12785"	226
"1342"	1359	"Arp5"	226
"1343"	1360	"INO80M"	226
"1344"	1361	"INO80 complex subunit M"	226
"1345"	1362	"ACTR6"	227
"1346"	1363	"ARP6 actin related protein 6 homolog"	227
"1347"	1364	"ARP6"	227
"1348"	1365	"FLJ13433"	227
"1349"	1366	"CDA12"	227
"1350"	1367	"HSPC281"	227
"1351"	1368	"MSTP136"	227
"1352"	1369	"hARP6"	227
"1353"	1370	"hARPX"	227
"1354"	1371	"ACTR8"	228
"1355"	1372	"ARP8 actin related protein 8 homolog"	228
"1356"	1373	"INO80N"	228
"1357"	1374	"INO80 complex subunit N"	228
"1358"	1375	"ARP8"	228
"1359"	1376	"hArp8"	228
"1360"	1377	"ACTR10"	229
"1361"	1378	"actin related protein 10 homolog"	229
"1362"	1379	"HARP11"	229
"1363"	1380	"ACTR11"	229
"1364"	1381	"Arp11"	229
"1365"	1382	"Arp10"	229
"1366"	1383	"ACTRT1"	230
"1367"	1384	"actin related protein T1"	230
"1368"	1385	"AIP1"	230
"1369"	1386	"KIAA0705"	230
"1370"	1387	"ARIP1"	230
"1371"	1388	"Arp-T1"	230
"1372"	1389	"ARPT1"	230
"1373"	1390	"HSD27"	230
"1374"	1391	"ACTRT2"	231
"1375"	1392	"actin related protein T2"	231
"1376"	1393	"Arp-T2"	231
"1377"	1394	"ARPM2"	231
"1378"	1395	"FLJ25424"	231
"1379"	1396	"ARPT2"	231
"1380"	1397	"HARPM2"	231
"1381"	1398	"ACTRT3"	232
"1382"	1399	"actin related protein T3"	232
"1383"	1400	"ARPM1"	232
"1384"	1401	"actin related protein M1"	232
"1385"	1402	"ARP-T3"	232
"1386"	1403	"ACVR1"	233
"1387"	1404	"activin A receptor type 1"	233
"1388"	1405	"ACVRLK2"	233
"1389"	1406	"SKR1"	233
"1390"	1407	"ALK2"	233
"1391"	1408	"ACVR1A"	233
"1392"	1409	"ACTRI"	233
"1393"	1410	"FOP"	233
"1394"	1411	"TSRI"	233
"1395"	1412	"ACVR1B"	234
"1396"	1413	"activin A receptor type 1B"	234
"1397"	1414	"ACVRLK4"	234
"1398"	1415	"ALK4"	234
"1399"	1416	"SKR2"	234
"1400"	1417	"ActRIB"	234
"1401"	1418	"ACTRIB"	234
"1402"	1419	"ACVR1C"	235
"1403"	1420	"activin A receptor type 1C"	235
"1404"	1421	"ALK7"	235
"1405"	1422	"ACVRLK7"	235
"1406"	1423	"ACVR2A"	236
"1407"	1424	"activin A receptor type 2A"	236
"1408"	1425	"ACVR2"	236
"1409"	1426	"ACTRII"	236
"1410"	1427	"ACVR2B"	237
"1411"	1428	"activin A receptor type 2B"	237
"1412"	1429	"ActR-IIB"	237
"1413"	1430	"ACTRIIB"	237
"1414"	1431	"HTX4"	237
"1415"	1432	"ACVRL1"	238
"1416"	1433	"activin A receptor like type 1"	238
"1417"	1434	"ACVRLK1"	238
"1418"	1435	"ORW2"	238
"1419"	1436	"HHT2"	238
"1420"	1437	"ALK1"	238
"1421"	1438	"HHT"	238
"1422"	1439	"activin receptor-like kinase 1"	238
"1423"	1440	"ALK-1"	238
"1424"	1441	"SKR3"	238
"1425"	1442	"TSR-I"	238
"1426"	1443	"ACY1"	239
"1427"	1444	"aminoacylase 1"	239
"1428"	1445	"ACY-1"	239
"1429"	1446	"ACY1D"	239
"1430"	1447	"HEL-S-5"	239
"1431"	1448	"ACY3"	240
"1432"	1449	"aminoacylase 3"	240
"1433"	1450	"HCBP1"	240
"1434"	1451	"MGC9740"	240
"1435"	1452	"ACY-3"	240
"1436"	1453	"N-acyl-aromatic-L-amino acid amidohydrolase"	240
"1437"	1454	"ACYP1"	241
"1438"	1455	"acylphosphatase 1"	241
"1439"	1456	"ACYPE"	241
"1440"	1457	"ACYP2"	242
"1441"	1458	"acylphosphatase 2"	242
"1442"	1459	"ACYM"	242
"1443"	1460	"ACYP"	242
"1444"	1461	"ADA"	243
"1445"	1462	"adenosine deaminase"	243
"1446"	1463	"ADA2"	244
"1447"	1464	"adenosine deaminase 2"	244
"1448"	1465	"IDGFL"	244
"1449"	1466	"CECR1"	244
"1450"	1467	"ADGF"	244
"1451"	1468	"PAN"	244
"1452"	1469	"SNEDS"	244
"1453"	1470	"ADAD1"	245
"1454"	1471	"adenosine deaminase domain containing 1"	245
"1455"	1472	"Tenr"	245
"1456"	1473	"ADAD2"	246
"1457"	1474	"adenosine deaminase domain containing 2"	246
"1458"	1475	"TENRL"	246
"1459"	1476	"FLJ00337"	246
"1460"	1477	"ADAL"	247
"1461"	1478	"adenosine deaminase like"	247
"1462"	1479	"ADAM2"	248
"1463"	1480	"ADAM metallopeptidase domain 2"	248
"1464"	1481	"FTNB"	248
"1465"	1482	"PH-30b"	248
"1466"	1483	"PH30"	248
"1467"	1484	"CT15"	248
"1468"	1485	"cancer/testis antigen 15"	248
"1469"	1486	"CRYN1"	248
"1470"	1487	"CRYN2"	248
